ITEM,Description,short desc,DESC,loc,STOCK,BOX,MC,BN# 1,categoria,barcode
5010800,Panduit Patch Cord Cat6 3ft BL,NK6PC3BUY,NK6PC3BUY,B6A,37,4,10,7,CABLES,74983055609
5010801,Panduit Patch Cord Cat6 3ft OW,NK6PC3Y,NK6PC3Y,B6A,25,3,10,5,CABLES,74983055593
5010802,Panduit Patch Cord Cat6 7ft BL,NK6PC7BUY,NK6PC7BUY,B6A,32,4,10,2,CABLES,74983055708
5010803,Panduit Patch Cord Cat6 7ft OW,NK6PC7Y,NK6PC7Y,B6A,45,5,10,5,CABLES,74983055692
5011136,Sabrent HB-UMLS 4P Hub,HB-UMLS,HB-UMLS,B6A,0,,,,USB DEVICE,899495002466
5007080,XTech HDMI Cable 10ft,XTC-152,XTC-152,B6A,0,,,,VIDEOC,798302167032
5009778,Klipx Titan KBS-200 Speaker BL,KBS-200BL,KBS-200BL,B6B,6,1,,,SPEAKERS,798302091016
5008418,KlipX LightF Wireless Mouse BK,KMW-375BK,KMW-375BK,B6B,4,1,,,MOUSE,798302079540
5010899,XTech USB-C 2.0 angle cable 3m,XTC-531,XTC-531,A1B,28,1,,,CABLES,798302232693
5010215,Nexxt WiFi LED RGBIC Light Str,NHB-S613,NHB-S613,B6B,0,,,,SMARTSWITC,798303058032
5009375,Logitech M650L Wrls Mouse WH,910-006233,910-006233,B6B,14,4,4,2,MOUSE,97855167606
5009483,XTC Unixon Wireless Microphone,XTS-690,XTS-690,B6B,0,,,,MICROPHONE,798302230194
5010812,Anker USB Charger 24W 2-Ports,A2021J21-1,A2021J21-1,B6B,0,,,,AC ADAPTER,848061023817
5010819,Anker Charger PD Nano USB-C,A2634J23-2,A2634J23-2,B6B,0,,,,AC ADAPTER,194644025137
5010813,Skullcandy Vert Wrls Earbuds,S2VTW,S2VTW,B6B,0,,,,HEADSET,878615097599
5010747,Linksys AC600 Wi-Fi USB,WUSB6100M,WUSB6100M,B6B,0,,,,NETWORKING,745883711192
5010455,JBL Tune 720BT Headphone BK,JBLT720BTBLKAM,JBLT720BTBLKAM,B6B,0,,,,HEADSET,50036395045
5009236,"Ubiquiti airMAX M5 GHz, 23 dBi",LBE-M5-23,LBE-M5-23,B6B,0,,,,NETWORKING,810354025242
5009779,Klipx Titan KBS-200 Speaker RD,KBS-200RD,KBS-200RD,B6B,0,,,,SPEAKERS,798302091023
5010389,KlipX KTE-750WH Edgebuds Black,KTE-750BK,KTE-750BK,B6B,0,,,,HEADSET,798302091092
5006668,Nexxt Patch Cable Cat6 1ft GR,PCGPCC6CM01GR,PCGPCC6CM01GR,B6B,0,,,,CABLES,798302034143
5007333,Argom Gaming KB56 Keyboard,ARG-KB-2056BK,ARG-KB-2056BK,B6B,0,,,,KEYBOARD,886540005701
5006651,Nexxt Patch Cord Cat5E 3ft Wh,AB360NXT07,AB360NXT07,B6B,0,,,,CABLES,798302020092
5006390,Forza Surge Protector 11 outle,FSP-1011,FSP-1011,B6B,0,,,,ACPOWER,798302201781
5009679,Xtech Black Panther Wrls Mouse,XTM-M340BP,XTM-M340BP,B6B,0,,,,MOUSE,798302231597
5006445,KlipX KHS-851 Wired Headset,KHS-851GD,KHS-851GD,B6B,0,,,,HEADSET,798302077508
5007975,Primus Gaming MousePad 400x320,PMP-10L,PMP-10L,B6B,21,1,,,MOUSE PAD,798379223303
5007321,Argom DP to HDMI Adapter,ARG-CB-0059,ARG-CB-0059,B6B,0,,,,VIDEOC,886540006050
5008662,Argom USB-C to USB-A 3.2ft,ARG-CB-0028GR,ARG-CB-0028GR,B6B,0,,,,CABLES,886540007125
5003373,Sabrent USB2.0 32ft Ext Cable,CB-USBXT,CB-USBXT,B6B,0,,,,CABLES,899495002190
5008975,Argom Lightning Cable 3ft BK,ARG-CB-0027GR,ARG-CB-0027GR,B6B,0,,,,APPLEACC,886540007118
5010358,Argom Type-C/Lightning 6 Ft WT,ARG-CB-0072WT,ARG-CB-0072WT,B6B,0,,,,PHONE ACC,886540008276
5008903,Argom 40W Type-C Wall Charger,ARG-AC-0115WT,ARG-AC-0115WT,B6B,0,,,,PHONE ACC,886540007538
5002839,Argom Mouse Pad Gel 360,ARG-AC-1222,ARG-AC-1222,B6B,0,,,,MOUSE PAD,886540000409
5009932,Argom Radyon X30 BT Speaker B,ARG-SP-3121BK,ARG-SP-3121BK,B6B,0,,,,SPEAKERS,886540008061
5008477,Argom Surge Protector 3Port 2U,ARG-AC-0266WT,ARG-AC-0266WT,B6B,0,,,,ACPOWER,886540006890
5010627,Anker Soundcore By Life Q20+,A3045ZA1-B,A3045ZA1-B,B6B,0,,,,HEADSET,194644114091
5011006,Logitech DESK MAT Dark Rose,956-000048-SP,956-000048-SP,B6B,2,1,,,MOUSE PAD,97855171627
5011007,Logitech DESK MAT Mid Grey,956-000047-SP,956-000047-SP,B6B,0,,,,MOUSE PAD,97855171665
5011137,Sabrent CB-9P6F USB-Serial,CB-9P6F,CB-9P6F,B6B,0,,,,USB DEVICE,840025216761
5004774,Logitech M185 Wrls Mouse Red,910-003635,910-003635,B6B,24,6,4,,MOUSE,97855094278
5010236,KlipX Wrls Presenter KPP-003,KPP-003,KPP-003,B6B,2,1,,,ACCESSORIE,798302091559
5000957,Logitech F710 Wireless Gamepad,940-000117,940-000117,B6B,2,1,,,JOYSTICK,97855068859
5010853,Xtech XHA-420 HDMI Splitter,XHA-420,XHA-420,B6B,0,,,,VIDEO SPLI,798302232471
5011402,KlipX KPP-500 Presenter,KPP-500,KPP-500,B6B,24,1,,,PRESENTER,798302092808
5010911,Xtreme USB-A/C Charger 20W,XHC8-1040-WHT,XHC8-1040-WHT,B6B,10,1,,,AC ADAPTER,805106236908
5011225,Xtreme Desktop Phone Mount,XPM5-0114-BK,XPM5-0114-BK,B6B,18,1,,,PHONE ACC,805106227951
5008854,KlipX Capr iLaptop handbag GR,KLB-461GR,KLB-461GR,B6C,0,,,,BAG,798302090637
5008568,Logitech G203 Lightsync Mse Li,910-005851,910-005851,B6C,34,9,4,2,MOUSE,97855157546
5007065,Xtech Galos Wrls Mouse Black,XTM-310BK,XTM-310BK,B6C,0,,,,MOUSE,798419163705
5010097,Sabrent 2-Port USB Switch,USB-SW20,USB-SW20,B6C,0,,,,USB DEVICE,819921013576
5009670,Primus Gaming HeadsetArcus100T,PHS-S101ML,PHS-S101ML,B6C,0,,,,HEADSET,798302221260
5004893,Linksys Wrless N300 Range Ext,RE3000W,RE3000W-LA,B6C,0,,,,NETWORKING,745883654307
5006202,Nexxt Kronos301 WiFi Range Ext,AEIEL304U2,AEIEL304U2,B6C,0,,,,NETWORKING,798302055735
5003798,Logitech z213 Speakers 2.1,980-000941,980-000941,B6C,0,,,,SPEAKERS,97855106223
5009442,Argom Radyon X40 BT Speaker B,ARG-SP-3140BK,ARG-SP-3140BK,B6C,0,,,,SPEAKERS,886540007439
5007260,Primus Arcus150 Gaming Headset,PHS-150,PHS-150,B6C,0,,,,HEADSET,798302222526
5008974,Argom Micro USB Cable 3ft BK,ARG-CB-0026GR,ARG-CB-0026GR,B6C,0,,,,APPLEACC,886540007101
5007305,Argom Mini DP to HDMI,ARG-CB-0042,ARG-CB-0042,B6C,0,,,,NOTEBOOK A,886540006043
